timestamp,open,high,low,close,volume
2024-01-01 00:00:00,100.2438,100.762,100.0892,100.2438,1058.45
2024-01-01 01:00:00,100.2438,100.7039,99.6008,99.7741,1015.38
2024-01-01 02:00:00,99.7741,102.0716,99.3917,101.8125,977.88
2024-01-01 03:00:00,101.8125,102.6692,101.6242,102.5706,1238.24
2024-01-01 04:00:00,102.5706,102.589,100.6724,100.8634,906.67
2024-01-01 05:00:00,100.8634,102.3044,100.7011,101.9886,1309.04
2024-01-01 06:00:00,101.9886,103.839,101.7597,103.7386,966.19
2024-01-01 07:00:00,103.7386,104.3794,103.6042,103.9894,808.45
2024-01-01 08:00:00,103.9894,105.0098,103.4838,104.835,1010.49
2024-01-01 09:00:00,104.835,105.3547,104.6107,104.7721,838.56
2024-01-01 10:00:00,104.7721,107.1173,104.4618,106.7641,887.24
2024-01-01 11:00:00,106.7641,107.4206,106.6935,107.2889,1059.55
2024-01-01 12:00:00,107.2889,107.8487,106.8618,107.3256,1083.34
2024-01-01 13:00:00,107.3256,108.9123,107.1917,108.7806,906.67
2024-01-01 14:00:00,108.7806,109.1073,108.5386,108.8589,1148.11
2024-01-01 15:00:00,108.8589,108.9478,108.0187,108.4035,1173.63
2024-01-01 16:00:00,108.4035,110.0119,108.1893,109.992,1215.45
2024-01-01 17:00:00,109.992,110.2012,109.4634,109.5359,1079.41
2024-01-01 18:00:00,109.5359,111.9087,109.3517,111.6119,1204.51
2024-01-01 19:00:00,111.6119,111.9653,111.0399,111.4752,717.88
2024-01-01 20:00:00,111.4752,112.208,111.343,111.9733,952.31
2024-01-01 21:00:00,111.9733,112.2397,111.9637,112.1825,869.95
2024-01-01 22:00:00,112.1825,114.6627,112.1019,114.3114,1017.88
2024-01-01 23:00:00,114.3114,114.5366,113.6299,113.8158,914.28
2024-01-02 00:00:00,113.8158,114.749,113.6744,114.2028,975.08
2024-01-02 01:00:00,114.2028,115.089,114.0428,114.8698,1282.33
2024-01-02 02:00:00,114.8698,116.655,114.7463,116.1834,974.54
2024-01-02 03:00:00,116.1834,116.6761,115.7746,116.656,1062.07
2024-01-02 04:00:00,116.656,117.6515,116.3438,117.2999,965.16
2024-01-02 05:00:00,117.2999,118.0759,116.576,117.9204,1011.36
2024-01-02 06:00:00,117.9204,120.3485,117.4371,119.8951,1000.9
2024-01-02 07:00:00,119.8951,120.0864,117.6979,118.4627,1067.25
2024-01-02 08:00:00,118.4627,119.1938,118.3412,118.9841,1174.8
2024-01-02 09:00:00,118.9841,119.6531,118.4031,119.349,1247.11
2024-01-02 10:00:00,119.349,121.1087,119.2558,121.0988,1046.44
2024-01-02 11:00:00,121.0988,122.4803,121.013,122.1153,1088.43
2024-01-02 12:00:00,122.1153,122.3166,121.67,121.727,827.37
2024-01-02 13:00:00,121.727,121.8457,121.393,121.7521,986.82
2024-01-02 14:00:00,121.7521,122.7173,121.5782,122.3707,1141.04
2024-01-02 15:00:00,122.3707,124.3395,122.2134,124.1568,1129.9
2024-01-02 16:00:00,124.1568,125.5244,123.7085,124.837,1031.74
2024-01-02 17:00:00,124.837,125.3743,124.6273,125.283,1132.96
2024-01-02 18:00:00,125.283,125.3046,124.3063,124.9221,1073.62
2024-01-02 19:00:00,124.9221,126.3705,124.8705,126.2463,1180.05
2024-01-02 20:00:00,126.2463,127.2449,126.1451,126.76,1043.4
2024-01-02 21:00:00,126.76,128.0666,126.7174,127.4477,946.65
2024-01-02 22:00:00,127.4477,128.7533,127.2631,128.5759,1050.38
2024-01-02 23:00:00,128.5759,128.841,128.0567,128.6637,560.41
2024-01-03 00:00:00,128.6637,130.1085,128.6144,129.634,1057.43
2024-01-03 01:00:00,129.634,130.1938,129.5169,129.751,452.74
2024-01-03 02:00:00,129.751,130.6448,129.1967,130.5343,741.48
2024-01-03 03:00:00,130.5343,131.6681,130.4821,131.4141,1067.77
2024-01-03 04:00:00,131.4141,131.5854,129.8491,130.3494,1071.63
2024-01-03 05:00:00,130.3494,132.1096,130.0183,131.8655,825.64
2024-01-03 06:00:00,131.8655,132.6715,131.6893,132.351,893.18
2024-01-03 07:00:00,132.351,132.8921,132.2552,132.8222,1205.58
2024-01-03 08:00:00,132.8222,133.7896,132.5615,133.7193,927.4
2024-01-03 09:00:00,133.7193,135.8225,133.6661,135.7414,1336.44
2024-01-03 10:00:00,135.7414,136.0004,134.0951,134.4589,999.71
2024-01-03 11:00:00,134.4589,136.5765,134.3617,136.5322,1061.21
2024-01-03 12:00:00,136.5322,136.578,134.5098,135.0173,1242.53
2024-01-03 13:00:00,135.0173,136.8168,135.0121,136.7018,1019.65
2024-01-03 14:00:00,136.7018,138.0059,136.4311,137.706,849.65
2024-01-03 15:00:00,137.706,138.9684,137.6033,138.6508,983.54
2024-01-03 16:00:00,138.6508,139.3944,138.6263,139.3569,994.66
2024-01-03 17:00:00,139.3569,140.4731,138.8452,140.0286,795.29
2024-01-03 18:00:00,140.0286,140.2517,139.2363,139.721,961.63
2024-01-03 19:00:00,139.721,140.4829,139.5764,140.2362,888.67
2024-01-03 20:00:00,140.2362,141.9592,140.0794,141.8985,1138.65
2024-01-03 21:00:00,141.8985,142.1518,140.8957,141.6651,1005.19
2024-01-03 22:00:00,141.6651,141.6686,141.1682,141.4037,957.58
2024-01-03 23:00:00,141.4037,142.5224,141.322,142.1237,984.07
2024-01-04 00:00:00,142.1237,143.1578,141.9095,142.9008,1033.47
2024-01-04 01:00:00,142.9008,144.8927,142.5058,144.6402,1092.52
2024-01-04 02:00:00,144.6402,145.1287,144.3894,144.9624,850.04
2024-01-04 03:00:00,144.9624,146.7052,144.8576,146.0069,843.76
2024-01-04 04:00:00,146.0069,146.0685,145.004,145.7188,1165.7
2024-01-04 05:00:00,145.7188,147.3946,145.5927,146.7935,938.15
2024-01-04 06:00:00,146.7935,148.2545,146.6772,147.7732,787.47
2024-01-04 07:00:00,147.7732,147.9105,147.5812,147.6313,1066.57
2024-01-04 08:00:00,147.6313,148.8826,147.3863,148.8503,1069.51
2024-01-04 09:00:00,148.8503,149.2431,148.3738,148.5614,770.39
2024-01-04 10:00:00,148.5614,149.8872,148.1859,149.4065,1034.42
2024-01-04 11:00:00,149.4065,150.3731,149.2501,149.9976,1110.34
2024-01-04 12:00:00,149.9976,150.478,149.8218,149.9524,1056.16
2024-01-04 13:00:00,149.9524,152.143,149.8087,151.9047,1094.8
2024-01-04 14:00:00,151.9047,152.0366,151.5084,151.7457,789.36
2024-01-04 15:00:00,151.7457,152.8945,151.2962,152.7373,1049.66
2024-01-04 16:00:00,152.7373,153.8008,152.5996,153.7179,954.61
2024-01-04 17:00:00,153.7179,154.7204,153.5905,154.2966,927.58
2024-01-04 18:00:00,154.2966,155.7708,154.2024,155.0778,1130.58
2024-01-04 19:00:00,155.0778,155.0941,154.999,155.0727,1221.89
2024-01-04 20:00:00,155.0727,155.5605,154.7871,155.4189,1269.16
2024-01-04 21:00:00,155.4189,156.4377,154.7434,156.2999,1197.22
2024-01-04 22:00:00,156.2999,156.5104,155.3718,155.6198,983.54
2024-01-04 23:00:00,155.6198,156.4595,155.3851,156.4181,1052.91
2024-01-05 00:00:00,156.4181,157.3517,155.722,157.1237,1115.02
2024-01-05 01:00:00,157.1237,158.0588,156.8346,157.9901,1018.18
2024-01-05 02:00:00,157.9901,159.8728,157.7155,159.7138,1019.61
2024-01-05 03:00:00,159.7138,159.9252,159.2153,159.2756,1123.56
2024-01-05 04:00:00,159.2756,159.7514,158.9417,159.6975,991.11
2024-01-05 05:00:00,159.6975,160.5856,159.624,160.5266,890.61
2024-01-05 06:00:00,160.5266,160.7727,158.3801,158.6893,937.83
2024-01-05 07:00:00,158.6893,159.1697,158.6723,159.0516,1095.09
2024-01-05 08:00:00,159.0516,159.2079,156.8871,157.2018,1000.45
2024-01-05 09:00:00,157.2018,157.3513,156.909,157.2715,1051.03
2024-01-05 10:00:00,157.2715,157.3068,155.8899,156.1631,1100.51
2024-01-05 11:00:00,156.1631,156.4119,155.9715,156.139,943.77
2024-01-05 12:00:00,156.139,157.1676,156.0726,156.5697,1113.44
2024-01-05 13:00:00,156.5697,156.9586,153.8085,154.0028,1056.83
2024-01-05 14:00:00,154.0028,155.664,153.9987,155.2193,814.78
2024-01-05 15:00:00,155.2193,155.9194,154.3387,154.5492,1216.35
2024-01-05 16:00:00,154.5492,154.7526,153.0603,153.3708,924.89
2024-01-05 17:00:00,153.3708,153.5957,152.1729,152.1765,751.74
2024-01-05 18:00:00,152.1765,152.9637,152.1133,152.8782,843.24
2024-01-05 19:00:00,152.8782,152.9376,151.5193,151.8841,846.84
2024-01-05 20:00:00,151.8841,152.3078,151.4151,151.981,1007.83
2024-01-05 21:00:00,151.981,152.3793,151.0938,151.2995,958.92
